 24.9345 	  38.1880
 12.8998 	  15.8659
  5.5123 	  93.0295
 82.4018 	  70.7210
 87.5241 	   9.5825
 71.8853 	  87.9605
 85.1018 	  17.8846
 66.3847 	   4.8227
 22.3402 	  84.0026
 98.7054 	  77.2740
 38.7972 	   5.7746
 49.3837 	  57.6848
  5.8787 	  19.8655
 55.2418 	  75.0369
 80.9745 	  83.2538
 15.9091 	   9.3379
 17.3024 	  22.7673
 43.3985 	   6.5866
 14.3591 	  84.8392
 51.7714 	   0.7781
 88.9598 	  32.7092
 12.0115 	   8.3851
 53.9667 	  94.9292
 74.0679 	  26.7535
 32.5924 	  25.5361
  5.8837 	  20.2387
 57.2621 	  77.2492
 76.1684 	  32.3676
 97.6148 	  56.0541
 31.7756 	   0.1317
 11.7625 	  95.9826
 33.9491 	  77.0416
 60.4408 	  83.2015
 52.5910 	  56.1601
 79.1515 	  97.7468
 14.3827 	  80.4402
 57.2605 	  50.1815
 61.5699 	  95.4900
 40.9728 	  27.4943
 85.2468 	   2.5031
 25.0344 	  75.9419
 73.6606 	  19.3872
 87.2011 	  95.2972
 95.1682 	  35.4045
 85.6940 	  81.8595
 60.4716 	  64.8786
 77.2403 	  99.6712
 20.9665 	   9.4815
 23.2372 	  54.4824
 19.2528 	  62.0850
 33.3954 	  39.2674
 47.6081 	  47.4765
 86.2711 	  51.4263
 41.5215 	  40.1328
 10.7714 	  14.3137
 45.8059 	  41.3029
 49.3521 	  36.7002
 19.3809 	  68.2797
 42.8554 	  34.7525
 76.7166 	  32.1150
 96.8593 	  74.9267
 66.7273 	  95.6427
 46.3911 	  38.8291
 65.6931 	  28.8885
 98.4584 	  53.6494
 21.5258 	  90.4047
 88.8381 	  23.7595
  5.3236 	  85.0319
 54.1989 	  23.7852
 59.6953 	  54.2514
 90.3336 	  26.3024
 13.2604 	  98.3151
 60.0894 	  88.8719
 43.3296 	  74.2435
 51.3282 	  64.3770
 81.2760 	  22.7188
 96.9744 	  12.2926
 62.3444 	  33.0387
 54.4238 	  70.6291
 29.9172 	  74.5570
 50.3504 	  89.8829
 70.1538 	  52.4473
 43.5179 	  48.5194
 69.6282 	  32.2622
  0.3540 	  11.6051
 60.3680 	  57.7956
 99.6437 	  29.9937
 86.6874 	  72.2521
 86.4517 	  81.0474
 30.0152 	  46.1831
 17.4847 	   1.7239
 63.8775 	  41.7234
 12.3701 	  31.7652
 31.4672 	  20.7341
  7.8609 	  27.7234
 95.5861 	  46.3882
 30.6364 	  37.5111
 18.7580 	   1.3793
 63.2816 	  59.9500
 56.2245 	  68.3700
 41.2066 	  90.3832
 21.4778 	  85.3896
 21.1792 	  59.0052
 23.4662 	  59.2135
 39.1627 	  41.4657
 16.0617 	  33.6548
 23.0369 	  65.8953
  1.1416 	  52.9874
 62.3945 	  45.6970
 88.5306 	  76.5229
 79.0641 	  47.4388
 97.2166 	  30.0683
 90.5448 	  69.6548
 20.6048 	  14.0558
 65.9886 	  96.4818
 65.0104 	  73.4246
 27.6696 	  46.5180
 27.4137 	  98.8285
 24.5388 	  28.4749
 38.0282 	  22.5750
 12.9872 	  48.3462
 64.1333 	  11.1125
 80.9589 	  75.9009
 84.0556 	  28.3342
 28.9034 	  20.1776
 63.1208 	  96.5910
 47.9220 	  93.0724
 93.3017 	  84.9856
 65.4362 	  23.6649
 96.1414 	  18.0406
  6.0530 	  33.1633
 44.9918 	  68.5068
 30.9616 	  66.4577
 40.2997 	   3.6818
 41.2418 	  88.1167
 12.6372 	  93.1804
 30.1479 	  83.5120
 79.3648 	  72.7492
 32.8267 	  82.3288
 19.8329 	  89.6623
 52.9047 	  95.4356
 95.6488 	  52.2080
 65.1918 	  63.0815
 46.0519 	  54.3049
 60.8939 	  84.4122
 32.4397 	  97.0344
 76.2824 	  49.4137
  6.7295 	   5.3318
 69.2301 	  73.6160
 73.0609 	  15.5085
 85.1799 	  66.9706
 72.5659 	   0.9061
 16.1726 	  84.5988
  9.1372 	  26.7149
 95.3064 	  97.1779
 23.7266 	  21.6944
  7.3248 	  28.6469
 72.5254 	  15.5991
 80.8888 	  45.2263
 47.9542 	  36.1741
 39.2161 	  89.9558
 54.4945 	  30.9243
 95.5860 	   6.9588
  1.9293 	  70.0437
 22.4232 	  91.4522
 69.2195 	  67.9461
 35.7246 	  17.5941
  1.0681 	  42.1098
 65.4728 	  67.1841
 61.7949 	  15.4889
 72.3566 	  18.3764
 12.5293 	  95.1512
 73.3822 	  36.4275
 55.8648 	  99.4889
 27.8772 	   5.0281
 47.4254 	  18.2929
 28.4053 	  11.3610
 85.4756 	  49.7092
 22.9746 	  32.5762
 74.2188 	  84.9751
 59.4124 	   7.7768
 98.7008 	  83.8162
 63.2898 	  68.7471
 17.5497 	   8.0944
 96.5884 	  80.9633
 37.6790 	  89.7055
 65.0678 	  28.3534
 58.9113 	  43.2204
 93.3684 	   0.2112
  3.2893 	  64.7655
 71.1595 	  61.4479
 87.0073 	  62.2921
 69.0874 	  97.3242
 56.8460 	  50.9142
 10.0914 	  45.6781
 36.3544 	   9.0410
 72.4961 	  86.0250
 32.6394 	  79.1192
 65.4878 	  12.0975
  8.9864 	  49.6418
 89.4478 	  97.3552
 92.7249 	  32.2357
 20.0382 	  75.4267
 82.1853 	   7.8564
 34.5509 	   1.7000
 99.0139 	  34.8333
 56.7130 	  39.4402
 61.0079 	  20.0576
 22.5136 	   3.3955
 22.2686 	  42.8694
 95.0777 	  47.7672
 46.6847 	  26.6454
 70.1289 	  19.4089
 85.8697 	  35.5772
  1.8874 	  63.4558
 94.1094 	  94.2930
 43.9986 	  79.8785
 67.0936 	   3.2896
 76.3647 	  74.7273
 85.2223 	  81.5239
 55.4865 	  50.1187
 47.6041 	  75.3459
 48.6621 	  13.6095
 25.6152 	  27.7216
 84.4900 	  51.6482
  9.5979 	  53.8130
 82.6755 	  16.2115
 13.1071 	  64.2906
 90.5064 	  51.3444
 57.1480 	  80.4357
 23.9067 	  47.5811
 59.9928 	  44.6380
  3.1844 	  40.8417
 55.0367 	  48.5296
 40.2457 	   7.8414
 78.9225 	  21.0567
 44.5976 	   4.6584
 12.2180 	  38.5146
  4.8436 	   1.9943
 96.0335 	  42.7522
 67.4608 	   2.5959
 20.1143 	  61.0961
 81.4994 	  46.5338
 51.0966 	  95.0925
 81.5708 	  93.9419
 20.6378 	  26.6819
 31.2831 	  65.8669
 83.5710 	  75.5838
 25.7087 	  71.8880
 18.1478 	  69.4372
 95.6451 	  61.3513
 40.9684 	   6.3681
 56.0457 	   4.1785
  4.0107 	  63.7735
 12.6211 	   1.2064
  8.3928 	  32.8291
 66.1450 	  13.3759
 83.4764 	  97.4259
 19.0569 	  73.3876
 77.7163 	  73.0704
 32.1373 	  63.1310
 25.3879 	  41.5132
 49.0241 	  62.8316
 95.8757 	  82.9442
  5.4742 	  64.9961
 88.1828 	  49.8942
  6.8589 	   6.4876
  3.9690 	  88.3856
 16.0410 	  28.1608
 37.1851 	   7.7986
 78.9879 	  95.6621
 40.6974 	  47.6097
 90.4429 	  52.7975
 54.9838 	  31.2211
 29.3272 	  24.9345
 62.4385 	  27.7578
 11.8336 	  50.6739
 60.0072 	  19.9449
 19.4469 	  41.9231
 48.0627 	  18.9839
 30.5919 	  33.9382
 92.0350 	  15.1258
 58.9112 	  96.8354
 63.7768 	  70.9875
 91.8227 	  62.5699
 41.7766 	  37.9791
 67.6488 	  33.6474
 97.4251 	  56.5607
 80.8295 	  63.1590
 16.3184 	  20.3536
 53.6586 	  73.3822
 65.3322 	  27.7950
 99.8826 	  13.7335
 23.5476 	   8.7676
 53.1146 	  84.9520
 23.6534 	  23.0683
 41.6696 	  25.2589
 64.6155 	  83.5428
 56.6551 	  89.3819
 18.5437 	   4.5451
  8.7108 	  85.3015
 27.2212 	   6.4055
 53.5774 	  76.7953
  8.1514 	  22.8339
 99.6990 	  52.7430
  0.7516 	  13.9010
  1.9366 	  58.3264
  3.2603 	  82.5041
 67.7533 	  35.2536
  4.0132 	  48.6545
 43.7126 	  46.4132
 57.6681 	  13.1746
 70.2996 	   1.4217
 35.4269 	  19.9245
 20.1567 	  47.6259
 60.6846 	  35.4079
 19.7221 	  63.5658
 84.7109 	  12.1151
 88.1896 	  48.4658
 28.8655 	  86.1848
 80.7495 	   2.9081
 32.9638 	  65.9752
 40.9088 	  79.6672
 77.3361 	  85.2472
 68.7160 	  42.8132
 74.0814 	   0.4238
 85.9666 	   4.3037
 45.5884 	  47.5156
 81.3399 	  12.8468
 66.1708 	  56.3228
 74.7635 	  90.9329
  7.2111 	  40.7428
 71.0426 	  21.8714
 29.4919 	  93.7070
 55.1802 	  59.8516
 92.6719 	  74.4156
 28.5169 	  56.9479
  5.2833 	  77.5875
 21.3360 	  19.9367
 91.8668 	  28.6301
 74.4372 	  65.7214
 62.5084 	   2.1335
 70.9345 	  47.3552
 18.8996 	  15.2425
  8.7482 	  81.0363
  8.2284 	  86.5434
 83.7385 	  22.5855
 19.4240 	  42.2508
 78.4419 	   9.8142
 86.3968 	  77.4315
 24.4595 	  72.1020
  8.5816 	  83.8706
 15.6806 	  18.3303
 33.5917 	  68.3376
 40.6307 	  65.4806
 97.7338 	  22.9614
 98.4361 	  35.0567
 60.3233 	  64.3357
